35.57	35.492	35.469	35.422	35.414	35.32	35.227	35.242	35.16	35.176	35.172	35.168	35.156	35.187	35.176	35.25	35.234	35.316	35.316	35.402	35.402	35.398	35.441	35.414	35.434	35.48	35.5	35.488	35.559	35.555	35.574	35.652	35.668	35.664	35.66	35.734	35.824	35.824	35.82	35.836	35.836	35.828	35.84	35.859	35.918	35.914	35.895	35.992	35.98	35.98	36.008	35.984	35.996	36.039	36.008	36.008	36.094	36.102	36.09	36.152
36.156	36.094	35.992	36.008	35.992	35.902	35.824	35.82	35.727	35.727	35.648	35.734	35.828	35.848	35.902	36.035	36.078	36.199	36.246	36.301	36.398	36.473	36.5	36.555	36.652	36.645	36.664	36.652	36.738	36.715	36.797	36.797	36.891	36.902	36.898	36.984	36.984	37.062	37.051	37.145	37.141	37.172	37.164	37.164	37.152	37.238	37.234	37.305	37.305	37.324	37.328	37.324	37.34	37.332	37.316	37.41	37.418	37.422	37.488	37.477
37.488	37.391	37.34	37.312	37.223	37.145	37.059	36.973	36.898	36.879	36.887	36.887	36.98	37.059	37.137	37.23	37.316	37.398	37.477	37.582	37.578	37.723	37.73	37.73	37.797	37.898	37.98	37.977	37.984	38.016	38.031	38.047	38.117	38.125	38.195	38.219	38.207	38.289	38.301	38.281	38.367	38.379	38.379	38.379	38.379	38.375	38.367	38.391	38.391	38.469	38.457	38.461	38.457	38.469	38.469	38.555	38.527	38.543	38.527	38.621
38.633	38.535	38.469	38.379	38.297	38.223	38.125	38.062	37.977	37.969	37.887	37.902	37.965	38.047	38.18	38.203	38.367	38.406	38.457	38.629	38.633	38.699	38.801	38.801	38.828	38.902	38.895	38.969	38.988	39.055	39.055	39.055	39.055	39.121	39.215	39.215	39.219	39.227	39.273	39.285	39.293	39.293	39.273	39.285	39.375	39.359	39.375	39.379	39.367	39.363	39.441	39.363	39.367	39.457	39.461	39.461	39.473	39.441	39.453	39.461
39.461	39.461	39.375	39.281	39.203	39.113	39.043	38.969	38.875	38.883	38.809	38.789	38.883	38.965	39.047	39.121	39.234	39.281	39.453	39.461	39.488	39.633	39.723	39.719	39.711	39.801	39.879	39.867	39.883	39.973	39.973	39.961	40.047	40.133	40.047	40.133	40.145	40.23	40.219	40.219	40.305	40.297	40.285	40.309	40.281	40.309	40.391	40.348	40.32	40.336	40.324	40.32	40.312	40.34	40.32	40.387	40.391	40.391	40.387	40.391
40.398	40.352	40.309	40.219	40.078	40.059	39.914	39.887	39.805	39.711	39.656	39.633	39.719	39.887	39.906	40.047	40.152	40.219	40.305	40.324	40.402	40.473	40.551	40.551	40.551	40.637	40.711	40.719	40.738	40.734	40.801	40.898	40.883	40.977	40.965	40.965	41	41.051	41.051	41.125	41.137	41.145	41.121	41.145	41.145	41.133	41.148	41.148	41.184	41.16	41.164	41.156	41.148	41.148	41.137	41.16	41.16	41.227	41.211	41.227
41.223	41.176	41.145	40.957	40.977	40.816	40.746	40.699	40.562	40.539	40.547	40.562	40.551	40.629	40.734	40.805	40.973	40.957	41.051	41.125	41.156	41.223	41.293	41.391	41.383	41.43	41.449	41.469	41.559	41.562	41.57	41.637	41.637	41.742	41.809	41.801	41.816	41.836	41.891	41.891	41.879	41.879	41.891	41.883	41.961	41.973	41.969	41.961	41.969	41.961	42.055	41.973	41.969	41.961	41.973	42.055	42.039	42.043	42.043	42.062
42.043	41.973	41.883	41.812	41.73	41.641	41.562	41.387	41.383	41.309	41.332	41.227	41.316	41.426	41.477	41.609	41.742	41.816	41.84	41.891	41.984	42.062	42.055	42.141	42.145	42.227	42.242	42.242	42.309	42.32	42.387	42.41	42.488	42.477	42.48	42.57	42.562	42.586	42.625	42.66	42.625	42.641	42.648	42.652	42.652	42.668	42.703	42.66	42.668	42.664	42.676	42.676	42.641	42.734	42.66	42.66	42.73	42.727	42.73	42.73
42.73	42.676	42.648	42.477	42.465	42.293	42.25	42.227	42.055	42.074	42.055	41.977	42.062	42.066	42.227	42.305	42.398	42.48	42.504	42.648	42.66	42.68	42.73	42.809	42.902	42.895	42.945	42.941	42.988	42.984	43.062	43.055	43.152	43.156	43.156	43.223	43.234	43.262	43.316	43.293	43.312	43.301	43.293	43.305	43.305	43.293	43.32	43.332	43.316	43.32	43.312	43.301	43.32	43.316	43.332	43.332	43.328	43.316	43.41	43.395
43.379	43.344	43.293	43.145	43.145	42.996	42.93	42.902	42.719	42.66	42.695	42.641	42.691	42.742	42.812	42.941	42.973	43.152	43.16	43.25	43.293	43.348	43.348	43.395	43.48	43.555	43.566	43.539	43.559	43.625	43.621	43.73	43.727	43.758	43.812	43.82	43.906	43.898	43.891	43.984	43.984	43.898	43.898	44.008	43.891	43.992	44.004	43.992	43.98	43.992	44.004	43.996	43.992	43.992	43.973	43.996	43.984	43.984	43.973	44.012
43.992	43.984	43.82	43.809	43.738	43.559	43.555	43.398	43.32	43.316	43.32	43.246	43.312	43.367	43.395	43.559	43.637	43.742	43.758	43.836	43.902	43.984	44.008	43.984	44.062	44.074	44.168	44.141	44.152	44.184	44.211	44.285	44.316	44.324	44.406	44.41	44.398	44.395	44.437	44.477	44.477	44.484	44.488	44.473	44.465	44.492	44.473	44.477	44.488	44.582	44.582	44.477	44.488	44.492	44.582	44.57	44.582	44.582	44.566	44.566
44.594	44.488	44.41	44.328	44.238	44.164	44.074	44.008	44.012	43.918	43.824	43.812	43.82	43.984	44.004	44.074	44.172	44.25	44.312	44.391	44.41	44.488	44.559	44.57	44.625	44.609	44.648	44.656	44.703	44.738	44.723	44.816	44.82	44.797	44.875	44.914	45.004	44.992	44.98	45.047	44.984	45.004	45.008	45.004	44.977	45.016	45.035	45.02	45.043	45.023	45.047	44.98	44.977	45.086	45.016	45.02	45.047	44.996	45.086	45.09
45.082	45.047	44.996	44.836	44.836	44.742	44.625	44.594	44.492	44.398	44.418	44.422	44.406	44.492	44.582	44.656	44.73	44.805	44.816	44.91	44.898	45.004	45.02	45.07	45.082	45.062	45.176	45.164	45.25	45.25	45.25	45.301	45.277	45.352	45.34	45.43	45.434	45.461	45.527	45.523	45.5	45.508	45.496	45.5	45.523	45.496	45.582	45.562	45.602	45.605	45.582	45.5	45.508	45.496	45.512	45.484	45.594	45.59	45.59	45.59
45.574	45.582	45.445	45.328	45.289	45.168	45.086	45.047	45.004	44.914	44.82	44.836	44.844	44.926	45.004	45.047	45.176	45.27	45.277	45.344	45.336	45.473	45.441	45.496	45.578	45.676	45.672	45.687	45.687	45.699	45.727	45.762	45.832	45.828	45.914	45.91	45.934	45.926	45.992	46.004	46.016	45.98	46.004	46.008	45.98	46.031	46.008	45.992	46.008	46.004	46.004	46.008	46	46.008	46.008	46.008	46	46.016	46.004	46.082
45.992	45.91	45.914	45.828	45.762	45.684	45.594	45.488	45.461	45.336	45.344	45.301	45.316	45.434	45.473	45.602	45.695	45.711	45.77	45.848	45.941	45.922	45.992	46.016	46.02	46.016	46.094	46.098	46.094	46.125	46.102	46.16	46.16	46.254	46.246	46.328	46.336	46.328	46.312	46.422	46.434	46.418	46.402	46.422	46.422	46.43	46.402	46.414	46.434	46.43	46.418	46.328	46.32	46.324	46.418	46.43	46.418	46.422	46.422	46.414
46.422	46.34	46.324	46.254	46.129	46.094	46.043	45.922	45.922	45.836	45.77	45.715	45.734	45.762	45.941	45.953	46.016	46.109	46.129	46.164	46.262	46.336	46.328	46.324	46.422	46.5	46.406	46.527	46.5	46.52	46.555	46.551	46.59	46.668	46.68	46.754	46.762	46.766	46.762	46.867	46.84	46.848	46.832	46.844	46.855	46.844	46.84	46.848	46.855	46.832	46.762	46.762	46.75	46.766	46.754	46.762	46.781	46.762	46.773	46.766
46.762	46.777	46.672	46.59	46.508	46.43	46.336	46.336	46.262	46.18	46.137	46.113	46.141	46.187	46.254	46.336	46.336	46.508	46.566	46.555	46.594	46.684	46.777	46.773	46.777	46.777	46.781	46.781	46.871	46.871	46.949	46.949	47	46.992	47.027	47.098	47.105	47.199	47.199	47.199	47.187	47.191	47.191	47.18	47.203	47.199	47.215	47.246	47.242	47.23	47.191	47.191	47.203	47.18	47.191	47.203	47.191	47.191	47.18	47.18
47.203	47.109	47.016	46.926	46.844	46.777	46.762	46.59	46.59	46.574	46.52	46.422	46.434	46.52	46.602	46.687	46.762	46.773	46.859	46.934	46.937	46.965	47.016	47.012	47.109	47.113	47.187	47.187	47.199	47.27	47.23	47.281	47.27	47.281	47.363	47.391	47.418	47.445	47.43	47.512	47.523	47.52	47.512	47.531	47.512	47.523	47.512	47.523	47.531	47.512	47.445	47.457	47.43	47.43	47.441	47.437	47.441	47.453	47.441	47.437
47.453	47.402	47.359	47.273	47.187	47.121	47.027	47	46.945	46.859	46.773	46.773	46.781	46.773	46.945	46.98	47.043	47.121	47.207	47.242	47.273	47.281	47.352	47.402	47.453	47.441	47.441	47.437	47.52	47.531	47.531	47.602	47.602	47.641	47.68	47.68	47.75	47.762	47.84	47.84	47.852	47.855	47.84	47.852	47.758	47.75	47.758	47.766	47.766	47.766	47.766	47.762	47.773	47.758	47.766	47.766	47.773	47.844	47.852	47.84
47.762	47.68	47.629	47.613	47.531	47.406	47.352	47.27	47.254	47.191	47.121	47.047	47.031	47.121	47.203	47.254	47.387	47.402	47.457	47.539	47.535	47.602	47.668	47.645	47.695	47.68	47.773	47.773	47.762	47.766	47.863	47.863	47.863	47.852	47.961	47.949	48.031	48.039	48.07	48.109	48.109	48.105	48.09	48.07	48.082	48.07	48.059	48.066	48.105	48.066	48.09	48.09	48.059	48.098	48.031	48.016	48.016	48.027	48.043	48.023
48.027	47.934	47.855	47.844	47.773	47.656	47.613	47.535	47.445	47.406	47.414	47.363	47.363	47.414	47.441	47.602	47.613	47.684	47.766	47.773	47.852	47.852	47.863	47.937	47.937	48.031	48.027	48.016	48.059	48.055	48.059	48.098	48.105	48.191	48.258	48.27	48.352	48.375	48.359	48.352	48.453	48.363	48.359	48.363	48.352	48.359	48.359	48.375	48.359	48.348	48.352	48.336	48.352	48.305	48.32	48.32	48.324	48.348	48.336	48.32
48.336	48.281	48.199	48.09	48.043	47.957	47.863	47.867	47.773	47.719	47.641	47.617	47.645	47.691	47.684	47.852	47.844	47.949	48.031	48.094	48.09	48.109	48.187	48.199	48.277	48.277	48.277	48.293	48.344	48.332	48.316	48.375	48.363	48.441	48.457	48.531	48.516	48.535	48.543	48.617	48.613	48.625	48.613	48.52	48.543	48.535	48.531	48.574	48.551	48.535	48.531	48.543	48.543	48.492	48.535	48.531	48.535	48.59	48.531	48.531
48.535	48.496	48.441	48.332	48.27	48.199	48.117	48.082	48.023	47.949	47.863	47.863	47.863	47.855	47.949	48.09	48.109	48.191	48.297	48.293	48.316	48.363	48.453	48.453	48.449	48.492	48.52	48.516	48.508	48.543	48.551	48.613	48.617	48.676	48.668	48.711	48.703	48.762	48.773	48.875	48.867	48.879	48.863	48.785	48.773	48.777	48.785	48.77	48.777	48.773	48.797	48.707	48.703	48.695	48.711	48.797	48.797	48.785	48.777	48.777
48.789	48.707	48.625	48.547	48.516	48.457	48.344	48.277	48.266	48.203	48.125	48.109	48.094	48.125	48.211	48.289	48.383	48.363	48.441	48.535	48.547	48.625	48.617	48.695	48.668	48.68	48.723	48.719	48.707	48.719	48.801	48.789	48.879	48.879	48.93	48.918	48.957	48.945	49.035	49.027	49.027	49.035	49.035	49.043	48.961	48.957	48.957	48.957	48.961	48.945	48.957	48.941	48.91	48.949	48.969	48.957	48.961	48.961	48.969	48.961
48.957	48.934	48.879	48.707	48.68	48.617	48.547	48.484	48.465	48.387	48.348	48.289	48.352	48.332	48.375	48.523	48.551	48.629	48.68	48.707	48.719	48.789	48.797	48.883	48.945	48.941	48.949	48.949	48.988	48.961	48.961	49.035	49.027	49.117	49.102	49.187	49.199	49.195	49.195	49.289	49.293	49.293	49.187	49.195	49.199	49.187	49.215	49.211	49.199	49.203	49.203	49.109	49.121	49.105	49.117	49.121	49.121	49.129	49.184	49.109
49.117	49.117	49.035	48.957	48.91	48.891	48.797	48.691	48.676	48.613	48.547	48.504	48.523	48.547	48.629	48.676	48.723	48.789	48.895	48.906	48.941	48.961	48.969	49.039	49.039	49.035	49.109	49.117	49.102	49.129	49.129	49.203	49.203	49.27	49.355	49.348	49.367	49.348	49.449	49.449	49.441	49.453	49.367	49.355	49.441	49.375	49.367	49.359	49.367	49.371	49.359	49.371	49.375	49.371	49.375	49.371	49.367	49.344	49.336	49.332
49.332	49.293	49.203	49.109	49.129	48.969	48.949	48.891	48.801	48.809	48.711	48.691	48.68	48.711	48.785	48.957	48.949	49.043	49.109	49.121	49.117	49.133	49.203	49.215	49.281	49.289	49.289	49.293	49.332	49.355	49.367	49.375	49.441	49.465	49.535	49.555	49.602	49.609	49.621	49.613	49.613	49.625	49.621	49.625	49.629	49.621	49.621	49.629	49.621	49.625	49.598	49.602	49.582	49.594	49.598	49.594	49.586	49.613	49.598	49.598
49.602	49.531	49.449	49.348	49.289	49.203	49.117	49.105	49.035	48.961	48.906	48.949	48.941	48.961	49.043	49.121	49.105	49.199	49.289	49.289	49.344	49.359	49.367	49.449	49.453	49.531	49.535	49.527	49.531	49.516	49.598	49.582	49.629	49.613	49.691	49.703	49.758	49.758	49.77	49.746	49.754	49.77	49.754	49.754	49.77	49.762	49.742	49.758	49.742	49.77	49.773	49.703	49.715	49.715	49.715	49.719	49.715	49.703	49.719	49.758
49.719	49.621	49.594	49.52	49.449	49.309	49.301	49.203	49.121	49.109	49.117	49.039	49.039	49.109	49.109	49.203	49.293	49.375	49.371	49.465	49.453	49.531	49.57	49.57	49.621	49.641	49.637	49.629	49.707	49.719	49.754	49.77	49.801	49.801	49.867	49.906	49.973	49.996	50.012	49.988	49.988	49.957	50.008	50	49.961	49.961	49.961	49.973	49.957	50.008	49.957	49.957	49.957	49.875	49.887	49.887	49.879	49.879	49.879	49.875
49.875	49.863	49.77	49.707	49.621	49.57	49.543	49.434	49.367	49.293	49.289	49.211	49.203	49.281	49.309	49.387	49.461	49.535	49.574	49.625	49.727	49.703	49.742	49.746	49.762	49.781	49.801	49.793	49.879	49.863	49.863	49.961	49.988	49.996	50.027	50.027	50.035	50.129	50.129	50.16	50.152	50.152	50.156	50.141	50.117	50.117	50.117	50.129	50.113	50.113	50.027	50.035	50.039	50.039	50	49.988	49.988	50.008	49.996	50.008
