40.961	40.949	40.965	40.922	40.879	40.879	40.828	40.812	40.809	40.785	40.789	40.785	40.773	40.789	40.785	40.773	40.812	40.785	40.801	40.809	40.797	40.785	40.828	40.863	40.867	40.879	40.809	40.895	40.926	40.949	40.965	40.961	40.984	41.02	41.039	41.043	41.043	41.043	41.043	41.059	41.098	41.109	41.121	41.129	41.125	41.121	41.129	41.148	41.141	41.18	41.211	41.129	41.195	41.211	41.207	41.191	41.207	41.207	41.129	41.25
41.258	41.277	41.262	41.223	41.211	41.176	41.129	41.129	41.07	41.031	41.039	41.031	41.066	41.113	41.113	41.184	41.207	41.223	41.262	41.223	41.277	41.285	41.285	41.297	41.355	41.379	41.437	41.465	41.465	41.516	41.52	41.527	41.531	41.574	41.613	41.625	41.68	41.719	41.766	41.777	41.805	41.781	41.867	41.789	41.867	41.871	41.871	41.883	41.926	41.922	41.949	41.941	41.98	41.957	41.98	42.02	42.023	42.031	42.078	42.105
42.129	42.105	42.117	42.066	42.031	41.969	41.926	41.867	41.867	41.855	41.871	41.832	41.867	41.941	41.984	41.949	42.105	42.113	42.117	42.129	42.141	42.207	42.242	42.277	42.309	42.363	42.371	42.371	42.348	42.402	42.445	42.457	42.539	42.5	42.594	42.633	42.617	42.633	42.676	42.703	42.766	42.777	42.777	42.82	42.875	42.852	42.875	42.867	42.875	42.875	42.887	42.887	42.906	42.941	42.93	42.934	42.973	42.988	43.039	43.035
43.039	43.043	43.039	43	42.957	42.887	42.879	42.879	42.875	42.809	42.805	42.852	42.867	42.867	42.934	42.961	43.027	43.027	43.125	43.121	43.121	43.121	43.176	43.207	43.246	43.281	43.293	43.352	43.363	43.363	43.367	43.391	43.422	43.457	43.527	43.551	43.605	43.609	43.641	43.703	43.723	43.777	43.785	43.797	43.828	43.84	43.879	43.867	43.871	43.863	43.879	43.879	43.891	43.883	43.895	43.961	43.934	43.949	43.961	43.988
44.031	44.027	43.988	43.961	43.895	43.879	43.895	43.836	43.805	43.742	43.746	43.789	43.812	43.801	43.895	43.895	43.961	44.016	44.047	44.09	44.113	44.137	44.109	44.125	44.18	44.125	44.238	44.289	44.301	44.312	44.371	44.371	44.359	44.41	44.441	44.477	44.535	44.551	44.617	44.617	44.629	44.629	44.641	44.652	44.656	44.695	44.707	44.707	44.723	44.777	44.766	44.801	44.805	44.789	44.859	44.848	44.863	44.871	44.887	44.871
44.883	44.875	44.875	44.801	44.711	44.746	44.641	44.652	44.617	44.633	44.625	44.613	44.605	44.645	44.723	44.719	44.836	44.883	44.875	44.887	44.887	44.945	44.98	45.02	45.066	45.078	45.121	45.133	45.113	45.113	45.133	45.187	45.215	45.293	45.309	45.398	45.375	45.371	45.387	45.391	45.441	45.48	45.473	45.539	45.555	45.539	45.551	45.562	45.605	45.609	45.629	45.609	45.629	45.633	45.629	45.66	45.676	45.687	45.687	45.684
45.684	45.703	45.691	45.664	45.637	45.562	45.535	45.469	45.43	45.387	45.363	45.375	45.375	45.488	45.523	45.605	45.621	45.664	45.703	45.703	45.703	45.703	45.727	45.77	45.793	45.859	45.867	45.902	45.934	45.961	45.945	45.949	45.969	45.957	46.082	46.121	46.164	46.187	46.199	46.207	46.227	46.23	46.246	46.273	46.285	46.297	46.297	46.242	46.34	46.367	46.352	46.355	46.371	46.352	46.27	46.395	46.437	46.43	46.43	46.457
46.461	46.465	46.445	46.309	46.367	46.301	46.242	46.207	46.207	46.199	46.187	46.199	46.203	46.207	46.191	46.27	46.312	46.352	46.379	46.418	46.437	46.457	46.437	46.457	46.52	46.539	46.602	46.613	46.621	46.664	46.695	46.707	46.715	46.715	46.773	46.805	46.852	46.883	46.91	46.949	46.914	46.949	46.953	46.949	46.977	46.988	46.992	47.031	47.043	47.027	47.035	47.055	47.059	47.074	47.074	47.074	47.109	47.109	47.117	47.113
47.141	47.129	47.117	47.082	47.047	46.98	46.969	46.961	46.914	46.859	46.855	46.867	46.887	46.937	46.949	46.961	46.953	47.047	47.043	47.086	47.117	47.125	47.184	47.184	47.199	47.195	47.199	47.234	47.254	47.289	47.328	47.266	47.395	47.422	47.469	47.453	47.457	47.504	47.559	47.625	47.625	47.625	47.66	47.672	47.672	47.699	47.695	47.711	47.707	47.699	47.707	47.711	47.715	47.707	47.711	47.715	47.742	47.781	47.781	47.789
47.793	47.805	47.797	47.727	47.711	47.633	47.598	47.551	47.492	47.465	47.465	47.457	47.449	47.531	47.551	47.629	47.617	47.699	47.707	47.715	47.723	47.77	47.797	47.816	47.863	47.902	47.926	47.957	47.953	47.969	47.965	47.973	48.02	48.051	48.129	48.047	48.199	48.227	48.211	48.227	48.211	48.242	48.27	48.297	48.297	48.312	48.309	48.312	48.312	48.305	48.352	48.391	48.387	48.379	48.379	48.391	48.395	48.391	48.414	48.422
48.457	48.461	48.414	48.379	48.297	48.258	48.227	48.238	48.203	48.137	48.133	48.129	48.184	48.227	48.223	48.227	48.23	48.297	48.312	48.348	48.379	48.391	48.414	48.461	48.469	48.484	48.484	48.484	48.5	48.539	48.566	48.578	48.617	48.66	48.727	48.715	48.727	48.738	48.758	48.793	48.824	48.84	48.828	48.781	48.879	48.906	48.891	48.902	48.902	48.891	48.957	48.945	48.945	48.965	48.984	48.984	48.984	48.965	48.977	48.961
48.988	48.992	48.961	48.906	48.891	48.824	48.754	48.727	48.719	48.699	48.68	48.699	48.742	48.719	48.719	48.715	48.785	48.809	48.855	48.883	48.902	48.937	48.984	48.965	48.984	48.977	48.973	49.023	49.039	49.078	49.094	49.137	49.148	49.195	49.219	49.219	49.219	49.262	49.301	49.336	49.363	49.379	49.391	49.395	49.406	49.41	49.422	49.336	49.434	49.453	49.465	49.488	49.461	49.508	49.488	49.477	49.488	49.477	49.465	49.488
49.488	49.48	49.48	49.465	49.406	49.328	49.297	49.242	49.16	49.23	49.223	49.242	49.23	49.23	49.23	49.25	49.297	49.316	49.383	49.391	49.391	49.352	49.492	49.48	49.5	49.48	49.492	49.477	49.535	49.555	49.57	49.625	49.656	49.668	49.738	49.641	49.746	49.746	49.762	49.73	49.816	49.844	49.867	49.883	49.879	49.898	49.887	49.906	49.906	49.898	49.906	49.906	49.906	49.906	49.937	49.937	49.949	49.965	49.961	49.969
